title,details_url,location,price_text,property_type_text,area_text,construction_type,year_text,floor_text,description,agency_name,ref_no,num_photos,price_per_m2,total_offers,search_url,scraped_at
"Продажба на двустаен апартамент, Медицинска академия",/prodajba-na-dvustaen-apartament-medicinska-akademiya-10125198,"Медицинска академия, София",Цена:230 000 €(449 840.90 лв.),Двустаен апартамент в Медицинска академия,73 кв.м,Тухла,2005 г.,2 етаж,"... ИЗКЛЮЧИТЕЛЕН..., 
Като ЛОКАЦИЯ, дадености, екстериор и интериор недвижим имот. 
Жилището се помещава в сравнително НОВА тухлена сграда от 2005 г. 
НАМИРА се до кръстовището на ул. „Св. Георги С..",АРСЕНАЛ недвижими имоти,,0,3150.68,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:15.966759
"Двустаен апартамент за продажба, Хиподрума",/dvustaen-apartament-za-prodajba-hipodruma-10125234,"Хиподрума, София",Цена:230 000 €(449 840.90 лв.),Двустаен апартамент в Хиподрума,73 кв.м,Тухла,2005 г.,2 етаж,"... ИЗКЛЮЧИТЕЛЕН..., 
Като ЛОКАЦИЯ, дадености, екстериор и интериор недвижим имот. 
Жилището се помещава в сравнително НОВА тухлена сграда от 2005 г. 
НАМИРА се до кръстовището на ул. „Св. Георги С..",АРСЕНАЛ недвижими имоти,,0,3150.68,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:15.971100
Двустаен за продажба в ж.к. Сухата река,/dvustaen-za-prodajba-v-j-k-suhata-reka-10711525,"Сухата река, София",Цена:275 000 €(537 853.25 лв.),Двустаен апартамент в Сухата река,96 кв.м,Тухла,2025 г.,3 етаж,"Открийте мястото, където ще се чувствате у дома от първия момент. 

Титан Пропъртис с радост предлага на Вашето внимание двустаен апартамент за продажба в ж.к. Сухата река. Жилището с площ 96 кв.м. ..",Titan Properties,,0,2864.58,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:18.368051
"Уникален, бутиков, дизайнерски 2-стаен апартамент в южен квартал",/unikalen-butikov-dizainerski-2-staen-apartament-v-yujen-kvartal-9887501,"Борово, София",Цена:230 000 €(449 840.90 лв.),Двустаен апартамент в Борово,55 кв.м,Тухла,1975 г.,2 етаж,"Aticante Estate представя бутиков, дизайнерски апартамент, с артистичен характер и неповторими акценти. 

Кварталът е Борово, на много тиха и озеленена улица. 
Намира се на ул. Дечко Йорданов, бл 1..",iG. A.,,0,4181.82,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:18.372192
"3-стаен, София, Хиподрума, 74 кв.м., 245000 €",/3-staen-sofiya-hipodruma-74-kv-m-245000-10710281,"Хиподрума, София",Цена:245 000 €(479 178.35 лв.),Тристаен апартамент в Хиподрума,74 кв.м,ЕПК/ПК,,2 етаж,"Тристаен апартамент, разположен в един от най-предпочитаните и комуникативни райони на София - кв. Хиподрума. Сградата е изцяло санирана и с поддържан вход с контролиран достъп и видеонаблюдение. 

..",Адрес недвижими имоти,,0,3310.81,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:18.376385
Тристаен апартамент в ж.к. Белите брези! Комуникативна локация!,/tristaen-apartament-v-j-k-belite-brezi-komunikativna-lokaciya-10709771,"Белите Брези, София",Цена:464 900 €(909 265.37 лв.),Тристаен апартамент в Белите Брези,135 кв.м,Тухла,2026 г.,7 етаж,"КУПИ ЗА EUR 1742 на месец! 

За да не изпуснете този имот, обадете се сега и цитирайте този код: 27071. 

’БЕСТ СЕЛЪРС’ предлага на Вашето внимание тристаен апартамент в ж.к. ”Белите Брези”. 

Р..",Best Sellers,,0,3443.7,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:18.380714
Тристаен апартамент в изцяло нова сграда! ж.к. Белите брези!,/tristaen-apartament-v-izcyalo-nova-sgrada-j-k-belite-brezi-10709743,"Белите Брези, София",Цена:514 100 €(1 005 492.20 лв.),Тристаен апартамент в Белите Брези,154 кв.м,Тухла,2026 г.,7 етаж,"КУПИ ЗА EUR 1926 на месец! 

За да не изпуснете този имот, обадете се сега и цитирайте този код: 27070. 

’БЕСТ СЕЛЪРС’ предлага на Вашето внимание тристаен апартамент в ж.к. ”Белите Брези”. 

Р..",Best Sellers,,0,3338.31,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:18.385053
Тристаен апартамент! ж.к. Белите брези! Комуникативна локация!,/tristaen-apartament-j-k-belite-brezi-komunikativna-lokaciya-10709725,"Белите Брези, София",Цена:405 200 €(792 502.32 лв.),Тристаен апартамент в Белите Брези,123 кв.м,Тухла,2026 г.,6 етаж,"КУПИ ЗА EUR 1518 на месец! 

За да не изпуснете този имот, обадете се сега и цитирайте този код: 27069. 

’БЕСТ СЕЛЪРС’ предлага на Вашето внимание тристаен апартамент в ж.к. ”Белите Брези”. 

Р..",Best Sellers,,0,3294.31,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:18.389403
"Продава 3-СТАЕН град София, Иван Вазов",/prodava-3-staen-grad-sofiya-ivan-vazov-10383443,"Иван Вазов, София",Цена:410 000 €(801 890.30 лв.),Тристаен апартамент в Иван Вазов,96 кв.м,Тухла,1969 г.,3 етаж,"ЕКСКЛУЗИВНА ОФЕРТА! КЛЮЧ В АГЕНЦИЯТА! 
Представяме Ви чудесен апартамент, който съчетава комфорт и практичност в самото сърце на града! 

Този слънчев дом предлага всичко, от което имате нужда: 
П..",Имоти Василев,,0,4270.83,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:18.393770
Четиристаен апартамент в ж.к. Оборище,/chetiristaen-apartament-v-j-k-oborishte-10066127,"Оборище, София",Цена:417 150 €(815 874.48 лв.),Многостаен апартамент в Оборище,166 кв.м,Тухла,2026 г.,6 етаж,"НОВА Гореща оферта! Само 2000€/кв.м! Без аналог на цената за района в луксозна новострояща се сграда с очакван АКТ 16 в края на 2026г. 

Имотът се намира на етаж 6 от общо 9, като е изключително подхо..",БИЛДИНГ БОКС АД,,0,2512.95,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:18.398135
Тристаен апартамент в ж.к. Оборище,/tristaen-apartament-v-j-k-oborishte-10066119,"Оборище, София",Цена:311 050 €(608 360.92 лв.),Тристаен апартамент в Оборище,124 кв.м,Тухла,2026 г.,2 етаж,"НОВА Гореща оферта! Само 2000€/кв.м! Без аналог на цената за района в луксозна новострояща се сграда с очакван АКТ 16 в края на 2026г. 

Имотът се намира на етаж 2 от общо 9, като е изключително подхо..",БИЛДИНГ БОКС АД,,0,2508.47,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:18.402506
Тристаен апартамент в ж.к. Оборище,/tristaen-apartament-v-j-k-oborishte-10066125,"Оборище, София",Цена:312 975 €(612 125.90 лв.),Тристаен апартамент в Оборище,125 кв.м,Тухла,2026 г.,7 етаж,"НОВА Гореща оферта! Само 2000€/кв.м! Без аналог на цената за района в луксозна новострояща се сграда с очакван АКТ 16 в края на 2026г. 

Имотът се намира на етаж 7 от общо 9, като е изключително подхо..",БИЛДИНГ БОКС АД,,0,2503.8,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:18.406899
Тристаен апартамент в ж.к. Оборище,/tristaen-apartament-v-j-k-oborishte-10066126,"Оборище, София",Цена:312 975 €(612 125.90 лв.),Тристаен апартамент в Оборище,125 кв.м,Тухла,2026 г.,8 етаж,"НОВА Гореща оферта! Само 2000€/кв.м! Без аналог на цената за района в луксозна новострояща се сграда с очакван АКТ 16 в края на 2026г. 

Имотът се намира на етаж 8 от общо 9, като е изключително подхо..",БИЛДИНГ БОКС АД,,0,2503.8,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:18.411261
Просторен двустаен апартамент с южна тераса и отлична локация,/prostoren-dvustaen-apartament-s-yujna-terasa-i-otlichna-lokaciya-10707724,"Дървеница, София",Цена:189 900 €(371 412.12 лв.),Двустаен апартамент в Дървеница,65.2 кв.м,Панел,1988 г.,6 етаж,"За повече информация свържете се с нас и цитирайте референтния номер на имота. Моля, кажете, че сте видeли обявата в alo.bg. 

Референтен номер: Sfa 88626
Отговорен брокер: Стойчо Бугов

Предлагаме за..",BULGARIAN PROPERTIES,,0,2912.58,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:18.415671
"3-стаен, София, Дианабад, 219.52 кв.м., 660000 €",/3-staen-sofiya-dianabad-219-52-kv-m-660000-10707555,"Дианабад, София",Цена:660 000 €(1 290 847.80 лв.),Тристаен апартамент в Дианабад,220 кв.м,ЕПК/ПК,,5 етаж,"Престиж, простор и стил - ключ към вашия нов дом в Дианабад

Представяме Ви изключителен тристаен апартамент в един от най-атрактивните и зелени райони на - Дианабад. Това е не просто жилище - това ..",Адрес недвижими имоти,,0,3000.0,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:18.419910
"Двустаен апартамент, кв. Яворов",/dvustaen-apartament-kv-yavorov-10702372,"Яворов, София",Цена:208 000 €(406 812.64 лв.),Двустаен апартамент в Яворов,46 кв.м,Тухла,1960 г.,2 етаж,"Имоти Премиер предлага двустаен апартамент на удобна локация в кв. Яворов, София! 

Сградата е масивно тухлено строителство и се намира в една от най-зелените и приветливи части на града, а именно к..",ИМОТИ ПРЕМИЕР ООД,,0,4521.74,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:18.424306
"281 000Е-кв. Стрелбище, двустайни и тристайни апартаменти в строеж, метро, Южен парк",/281-000e-kv-strelbishte-dvustaini-i-tristaini-apartamenti-v-stroej-metro-yujen-park-9777065,"Стрелбище, София",Цена:281 000 €(549 588.23 лв.),Тристаен апартамент в Стрелбище,98 кв.м,Тухла,2026 г.,6 етаж,"Нова луксозна сграда в строеж, на метри до Южен парк и метростанция“ Бул. България“. 

Агенция „Артисстрой” /www.artisstroy.com/ предлага: на вашето внимание без комисионна, на разсрочено плащане дв..",Артисстрой,,0,2867.35,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:18.428790
4стаен с 3 тераси с изложение изток запад,/4staen-s-3-terasi-s-izlojenie-iztok-zapad-10597603,"Оборище, София",Цена:523 920 €(1 024 698.45 лв.),Многостаен апартамент в Оборище,175 кв.м,Тухла,2027 г.,9 етаж,"Без комисионна! Цени директно от инвеститора! Сградата има акт 14! 
Не просто жилище, а мечтаният дом за всяко семейство!!! 
Предлагаме на вашето внимание четиристаен панорамен апартамент в новостро..",Anelia Doutcheva,,0,2993.83,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:18.433107
Панорамен апартамент с голяма тераса,/panoramen-apartament-s-golyama-terasa-10597609,"Оборище, София",Цена:743 280 €(1 453 729.32 лв.),Многостаен апартамент в Оборище,248 кв.м,Тухла,2027 г.,9 етаж,"Без комисионна! 
Цени директно от инвеститор! 
Сградата има Акт 14!!! 
Не просто жилище, а мечтаният дом за всяко семейство!!! 
Имотът е подходящ за лично ползване, достатъчно просторен с правилни..",Anelia Doutcheva,,0,2997.1,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:18.437414
Прекрасен 3стаен в Оборище,/prekrasen-3staen-v-oborishte-10599113,"Оборище, София",Цена:298 830 €(584 460.68 лв.),Тристаен апартамент в Оборище,100 кв.м,Тухла,2026 г.,8 етаж,"Без комисионна! Цени директно от инвеститор! Сградата има Акт 14! 
Не просто жилище, а мечтаният дом за всяко семейство! Имотът е подходящ за лично ползване, достатъчно просторен с правилни форми, от..",Anelia Doutcheva,,0,2988.3,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:18.441698
Двустаен апартамент в жк. Белите брези № 93191,/dvustaen-apartament-v-jk-belite-brezi-93191-10699245,"Белите Брези, София",Цена:305 000 €(596 528.15 лв.),Двустаен апартамент в Белите Брези,88 кв.м,Тухла,2007 г.,3 етаж,"Компания ’ЕКС’ представя на Вашето внимание двустаен апартамент в ж.к. Белите брези. 

МЕСТОПОЛОЖЕНИЕ: Намира се в непосредствена близост до спирки на градски транспорт, училища, детски градини, тър..",X NVD,,0,3465.91,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:18.446049
Многостаен апартамент в жк. Хиподрума № 93675,/mnogostaen-apartament-v-jk-hipodruma-93675-10698563,"Хиподрума, София",Цена:429 000 €(839 051.07 лв.),Многостаен апартамент в Хиподрума,168 кв.м,Тухла,2010 г.,5 етаж,"Компания ’ЕКС’ представя на Вашето внимание четиристаен апартамент в ж.к. Надежда 3. 

МЕСТОПОЛОЖЕНИЕ: Намира се в непосредствена близост до метростанция бул. България. 

СТРОИТЕЛСТВО: Апартаментъ..",X NVD,,0,2553.57,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:18.450402
Двустаен апартамент в ж.к. Борово! Подготвен за ремонт!,/dvustaen-apartament-v-j-k-borovo-podgotven-za-remont-10698258,"Борово, София",Цена:180 000 €(352 049.40 лв.),Двустаен апартамент в Борово,61 кв.м,Панел,1980 г.,7 етаж,"КУПИ ЗА EUR 674 на месец. 

За да не изпуснете този имот, обадете се сега и цитирайте този код: 26796. 

БЕСТ СЕЛЪРС предлага на Вашето внимание двустаен апартамент в ж.к. ”Борово”. 

РАЗПРЕДЕЛЕ..",Best Sellers,,0,2950.82,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:18.454779
Многостаен апартамент на две нива до метростанция ”Мусагеница”,/mnogostaen-apartament-na-dve-niva-do-metrostanciya-musagenica-9592309,"Дървеница, София",Цена:463 580 €(906 683.67 лв.),Мезонет,228.14 кв.м,Тухла,,6 етаж,"За повече информация свържете се с нас и цитирайте референтния номер на имота. Моля, кажете, че сте видeли обявата в този сайт. 
Референтен номер: STO-122694 

Представяме многостаен апартамент от 228..",SUPRIMMO,,0,2032.0,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:18.458881
Тристаен апартамент до метростанция ”Мусагеница” в кв. ”Дървеница”,/tristaen-apartament-do-metrostanciya-musagenica-v-kv-darvenica-9592308,"Дървеница, София",Цена:423 690 €(828 665.60 лв.),Тристаен апартамент в Дървеница,179.55 кв.м,Тухла,,7 етаж,"За повече информация свържете се с нас и цитирайте референтния номер на имота. Моля, кажете, че сте видeли обявата в този сайт. 
Референтен номер: STO-122692 

Представяме просторен, панорамен тристае..",SUPRIMMO,,0,2359.73,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:18.462984
Обзаведен четиристаен мезонет с панорама към София и планината в ”Оборище”,/obzaveden-chetiristaen-mezonet-s-panorama-kam-sofiya-i-planinata-v-oborishte-10695060,"Оборище, София",Цена:549 000 €(1 073 750.67 лв.),Многостаен апартамент в Оборище,180 кв.м,Тухла,,5 етаж,"За повече информация свържете се с нас и цитирайте референтния номер на имота. Моля, кажете, че сте видeли обявата в този сайт. 
Референтен номер: STO-135676 

Представяме просторен мезонет за продажб..",SUPRIMMO,,0,3050.0,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:18.467090
"Тристаен апартамент в сграда ”Диамант 1” - изгревът, който може да наречеш свой",/tristaen-apartament-v-sgrada-diamant-1-izgrevat-koito-moje-da-narechesh-svoi-10695040,"Изгрев, София",Цена:670 000 €(1 310 406.10 лв.),Тристаен апартамент в Изгрев,124 кв.м,Тухла,,8 етаж,"За повече информация свържете се с нас и цитирайте референтния номер на имота. Моля, кажете, че сте видeли обявата в този сайт. 
Референтен номер: SOF-135691 

В град, който никога не заспива, има едн..",SUPRIMMO,,0,5403.23,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:18.471179
"Тристаен апартамент за продажба, Оборище",/tristaen-apartament-za-prodajba-oborishte-10690035,"Оборище, София",Цена:420 000 €(821 448.60 лв.),Тристаен апартамент в Оборище,124 кв.м,Тухла,2004 г.,2 етаж,"Луксозен тристаен в нова сграда на бул. Мадрид, в близост до множество магазини, заведения за хранене, детски и учебни центрове, парк и спирка на метрото. 
Апартаментът се откроява с голяма, чиста жи..",Еколит,,0,3387.1,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:18.475523
Тристаен апартамент! ж.к. ”Сухата река”! До градини и училища!,/tristaen-apartament-j-k-suhata-reka-do-gradini-i-uchilishta-7974057,"Сухата река, София",Цена:173 000 €(338 358.60 лв.),Тристаен апартамент в Сухата река,121 кв.м,Тухла,2015 г.,2 етаж,"КУПИ ЗА EUR 648 на месец! 

За да не изпуснете този имот, обадете се сега и цитирайте този код: 8517. 

”БЕСТ СЕЛЪРС” предлага на Вашето внимание тристаен апартамент в ж.к. ”Сухата река”. 

РАЗП..",Best Sellers,,0,1429.75,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:18.479878
"Двустаен апартамент за продажба, Оборище",/dvustaen-apartament-za-prodajba-oborishte-10658370,"Оборище, София",Цена:250 000 €(488 957.50 лв.),Двустаен апартамент в Оборище,80 кв.м,Тухла,2004 г.,5 етаж,"Стилно обзаведен в представителна, нова сграда на ул. Оборище. 
Апартаментът е готов за обитаване БЕЗ допълнителни вложения на средства и време. 
Предлаганият имот се откроява с отлично местоположен..",Еколит,,0,3125.0,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:18.484217
Продава тристаен тухлен апартамент в гр. София кв. Белите Брези,/prodava-tristaen-tuhlen-apartament-v-gr-sofiya-kv-belite-brezi-10692342,"Белите Брези, София",Цена:195 000 €(381 386.85 лв.),Двустаен апартамент в Белите Брези,68 кв.м,Тухла,2007 г.,2 етаж,"Кантора “ИМОТИ ПРОСПЕРИТИ“ има удоволствието да представи на Вашето ВНИМАНИЕ имот с реф. № 8609!!! 
ПРОДАВА ДВУСТАЕН АПАРТАМЕНТ, ПРЕУСТРОЕН НА 3-СТАЕН с площ от 68,10 кв.м + 6 кв.м мазе, на продажна ц..",Имоти Просперити,,0,2867.65,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:18.488660
"Многостаен, София, Оборище, 181 кв.м., 1073520 €",/mnogostaen-sofiya-oborishte-181-kv-m-1073520-9803556,"Оборище, София",Цена:1 073 520 €(2 099 622.62 лв.),Многостаен апартамент в Оборище,181 кв.м,Тухла,,9 етаж,"Четиристаен апартамент, с изложение северозапад, югоизток. Състои се от 3 спални, дневна с трапезария и кухненски бокс (40кв.м.), три санитарни възела- бани с WC, входно преддверие, тераси и складово ..",Адрес недвижими имоти,,0,5931.05,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:18.493002
Тристаен за продажба в ж.к. Белите брези,/tristaen-za-prodajba-v-j-k-belite-brezi-10687453,"Белите Брези, София",Цена:279 000 €(545 676.57 лв.),Тристаен апартамент в Белите Брези,81 кв.м,Тухла,2007 г.,1 етаж,"Открийте мястото, където ще се чувствате у дома от първия момент. 

Титан Пропъртис с радост предлага на Вашето внимание тристаен апартамент за продажба в ж.к. Белите брези, София. Жилището е с площ..",Titan Properties,,0,3444.44,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:20.687597
Двустаен в ж.к. Дървеница,/dvustaen-v-j-k-darvenica-10687437,"Дървеница, София",Цена:220 000 €(430 282.60 лв.),Двустаен апартамент в Дървеница,65 кв.м,Панел,1987 г.,6 етаж,"Открийте мястото, където ще се чувствате у дома от първия момент! 

Титан Пропъртис с радост предлага на Вашето внимание двустаен апартамент в ж.к. Дървеница. Този прекрасен имот с площ от 65 кв.м. ..",Titan Properties,,0,3384.62,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:20.691997
Двустаен за продажба в ж.к. Стрелбище,/dvustaen-za-prodajba-v-j-k-strelbishte-10687435,"Стрелбище, София",Цена:216 000 €(422 459.28 лв.),Двустаен апартамент в Стрелбище,45 кв.м,Панел,1970 г.,5 етаж,"Открийте мястото, където ще се чувствате у дома от първия момент. 

Титан Пропъртис с радост предлага на Вашето внимание двустаен апартамент за продажба в ж.к. Стрелбище, София. Жилището с площ 45 к..",Titan Properties,,0,4800.0,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:20.696373
